Tract,CountyFips,BldgSchemesId,Tract6,TractArea,Length,NumAggrBocks,CenLat,CenLongit,ESRI_OID,Tract_1,f10yr,f20yr,f50yr,f100yr,f200yr,f500yr,f1000yr
37019020504,37019,NC1,020504,12.0528383,73.2797852,48,33.946686999999997,-78.583354000000000,1518,37019020504,64.3000031,79.9000015,100.5999985,112.0999985,121.5999985,133.1000061,141.0000000
37019020506,37019,NC1,020506,38.0121727,233.6973724,204,33.942630000000001,-78.407835000000006,1602,37019020506,66.0000000,81.8000031,102.6999969,114.0000000,123.3000031,134.6000061,141.6999969
37019020507,37019,NC1,020507,23.1670170,211.0944977,134,33.913013999999997,-78.584664000000004,1163,37019020507,64.5999985,80.3000031,101.0000000,112.6999969,122.0999985,133.6999969,141.1999969
37019020508,37019,NC1,020508,36.8670616,166.2803192,89,33.929008000000003,-78.505945999999994,1149,37019020508,65.1999969,80.9000015,101.6999969,113.1999969,122.6999969,134.3000031,141.8999939
37019020510,37019,NC1,020510,5.5431571,99.8643341,83,33.893991000000000,-78.477767999999998,1487,37019020510,66.3000031,82.0999985,102.9000015,114.5999985,124.0999985,135.8000031,143.1000061
37019020602,37019,NC1,020602,473.7131653,1175.1660156,556,34.164493999999998,-78.203778000000000,1349,37019020602,65.4000015,81.1999969,102.1999969,112.9000015,121.8000031,132.3999939,138.8999939
37021000100,37021,NC1,000100,0.9691268,30.8077660,72,35.594880000000003,-82.553203999999994,1729,37021000100,23.5000000,35.7000008,51.9000015,60.2999992,68.0000000,77.3000031,84.0999985
37021000200,37021,NC1,000200,1.3838637,45.4799690,60,35.597076000000001,-82.566676000000001,1730,37021000200,23.3999996,35.5999985,51.7999992,60.2999992,67.9000015,77.3000031,84.0999985
37021000300,37021,NC1,000300,2.1533904,50.9103928,59,35.605758999999999,-82.572350999999998,1731,37021000300,23.2999992,35.5999985,51.7999992,60.2000008,67.8000031,77.3000031,83.5999985
37021000400,37021,NC1,000400,2.6400113,53.1237602,83,35.614719999999998,-82.562235999999999,1732,37021000400,23.2000008,35.5000000,51.7999992,60.0999985,67.8000031,77.1999969,83.8000031
37021000500,37021,NC1,000500,5.6913123,95.2262802,105,35.623044999999998,-82.542424999999994,1733,37021000500,23.2999992,35.5000000,51.7000008,60.2000008,67.9000015,77.1999969,83.9000015
37021000600,37021,NC1,000600,1.6876302,42.1159821,63,35.604151999999999,-82.547087000000005,1734,37021000600,23.3999996,35.7000008,51.9000015,60.2999992,67.9000015,77.1999969,84.0000000
37021000700,37021,NC1,000700,1.6847355,32.7549553,32,35.590449999999997,-82.545375000000007,1735,37021000700,23.6000004,35.7999992,51.9000015,60.4000015,68.0000000,77.4000015,84.1999969
37021000800,37021,NC1,000800,4.7427239,73.7601776,88,35.581237000000002,-82.538055000000000,1736,37021000800,23.7000008,35.9000015,52.0000000,60.4000015,68.1999969,77.5000000,84.1999969
37021000900,37021,NC1,000900,4.7849722,66.8170929,109,35.578279000000002,-82.558542000000003,1737,37021000900,23.6000004,35.7999992,52.0000000,60.4000015,68.0999985,77.3000031,84.3000031
37021001000,37021,NC1,001000,3.7961957,65.7641983,95,35.575420000000001,-82.575260000000000,1738,37021001000,23.5000000,35.7000008,51.9000015,60.2999992,68.0000000,77.5000000,84.0999985
37021001100,37021,NC1,001100,3.7684448,90.0859451,104,35.572136999999998,-82.592741000000004,1739,37021001100,23.5000000,35.7000008,51.9000015,60.2000008,67.9000015,77.3000031,83.8000031
37021001200,37021,NC1,001200,7.4544902,120.1978455,145,35.570731000000002,-82.610065000000006,1740,37021001200,23.3999996,35.5999985,51.7999992,60.0999985,67.9000015,77.0999985,83.6999969
37021001300,37021,NC1,001300,5.4534502,80.4443512,87,35.580624999999998,-82.622749999999996,1741,37021001300,23.2000008,35.5000000,51.7000008,60.0000000,67.9000015,77.0999985,83.5999985
37021001400,37021,NC1,001400,12.2011080,148.2630463,137,35.606284000000002,-82.600937999999999,1742,37021001400,23.1000004,35.4000015,51.5999985,60.0999985,67.8000031,77.0999985,83.5999985
37021001500,37021,NC1,001500,4.1269441,71.3515320,57,35.630625999999999,-82.594414000000000,1743,37021001500,22.8999996,35.2000008,51.5000000,59.9000015,67.6999969,76.9000015,83.3000031
37021001600,37021,NC1,001600,18.8232956,237.1585388,250,35.650539999999999,-82.565827999999996,1744,37021001600,22.7999992,35.2000008,51.5000000,59.7999992,67.6999969,76.6999969,83.6999969
37021001700,37021,NC1,001700,17.6018314,164.8546753,83,35.645854999999997,-82.515528000000003,1745,37021001700,23.2000008,35.5000000,51.7999992,60.2000008,67.8000031,77.0000000,84.1999969
37021001801,37021,NC1,001801,8.5294504,106.0188065,72,35.613760999999997,-82.522827000000007,1746,37021001801,23.3999996,35.7000008,51.9000015,60.2999992,68.0000000,77.1999969,83.6999969
37021001802,37021,NC1,001802,9.6269226,105.5584259,71,35.608998999999997,-82.500422999999998,1747,37021001802,23.7000008,35.9000015,52.0000000,60.2999992,68.0000000,77.3000031,84.3000031
37021001900,37021,NC1,001900,8.3296852,116.8269958,90,35.576768000000001,-82.501773000000000,1748,37021001900,23.8999996,36.0999985,52.2000008,60.5999985,68.3000031,77.5000000,84.4000015
37021002000,37021,NC1,002000,7.7413583,126.7218933,156,35.562455999999997,-82.523616000000004,1749,37021002000,23.8999996,36.0999985,52.2000008,60.5999985,68.5000000,77.5000000,84.5000000
37021002101,37021,NC1,002101,24.7437782,154.1152954,130,35.535043000000002,-82.555646999999993,1750,37021002101,24.0000000,36.0999985,52.2000008,60.5999985,68.4000015,77.5999985,84.0000000
37021002102,37021,NC1,002102,8.7982197,110.7592926,94,35.542259000000001,-82.516169000000005,1751,37021002102,24.1000004,36.2000008,52.2999992,60.5999985,68.5000000,77.5999985,84.4000015
37021002203,37021,NC1,002203,16.7583942,179.9795532,163,35.453915000000002,-82.536154999999994,1752,37021002203,24.7999992,36.7999992,52.7000008,61.0999985,69.0000000,78.3000031,84.6999969
37021002204,37021,NC1,002204,17.3842735,160.7836304,145,35.499071000000001,-82.548586999999998,1753,37021002204,24.3999996,36.5000000,52.4000015,60.7999992,68.6999969,77.6999969,84.1999969
37021002205,37021,NC1,002205,11.4120626,149.4109039,115,35.468400000000003,-82.496589000000000,1754,37021002205,25.0000000,37.0000000,52.7999992,61.0999985,69.0999985,78.1999969,84.5999985
37021002206,37021,NC1,002206,13.1076250,124.1878967,59,35.502084000000004,-82.505324000000002,1755,37021002206,24.6000004,36.7000008,52.5999985,60.9000015,68.8000031,78.0000000,84.3000031
37021002301,37021,NC1,002301,49.3525925,255.3200073,115,35.475388000000002,-82.597138999999999,1756,37021002301,24.2999992,36.4000015,52.4000015,60.7000008,68.6999969,78.0000000,83.9000015
37021002302,37021,NC1,002302,65.4965210,342.8076172,249,35.507984000000000,-82.621258999999995,1757,37021002302,23.8999996,36.0000000,52.0000000,60.4000015,68.3000031,77.6999969,83.6999969
37021002401,37021,NC1,002401,61.8098717,266.8656311,90,35.485312999999998,-82.754992000000001,1758,37021002401,23.5000000,35.5999985,51.5999985,60.0999985,67.9000015,77.9000015,83.1999969
37021002402,37021,NC1,002402,51.4880028,288.1812439,130,35.471293000000003,-82.704977999999997,1759,37021002402,23.7999992,35.9000015,51.9000015,60.2999992,68.1999969,78.0999985,83.3000031
37021002503,37021,NC1,002503,12.2477074,186.8296204,93,35.543553000000003,-82.719702999999996,1760,37021002503,23.1000004,35.2999992,51.4000015,59.7999992,67.5999985,77.5000000,83.0000000
37021002504,37021,NC1,002504,30.5378571,228.8437042,85,35.567652000000002,-82.725668999999996,1761,37021002504,22.8999996,35.0999985,51.2999992,59.5000000,67.3000031,77.5000000,82.9000015
37021002505,37021,NC1,002505,15.0441608,168.8520050,91,35.568184000000002,-82.668104999999997,1762,37021002505,23.0000000,35.2999992,51.5000000,59.7000008,67.8000031,77.4000015,83.5000000
37021002506,37021,NC1,002506,11.6376743,156.1699371,87,35.588887000000000,-82.650620000000004,1763,37021002506,23.0000000,35.2999992,51.5000000,59.7999992,67.8000031,77.1999969,83.5000000
37021002603,37021,NC1,002603,137.6763153,398.5151062,147,35.646092000000003,-82.789259000000001,1764,37021002603,21.7000008,34.0999985,50.4000015,59.2000008,66.5999985,76.9000015,82.5000000
37021002604,37021,NC1,002604,77.7108459,483.5941162,141,35.686689000000001,-82.682789999999997,1765,37021002604,21.8999996,34.4000015,50.9000015,59.2000008,66.8000031,76.5000000,83.1999969
37021002605,37021,NC1,002605,38.4887085,312.9645386,87,35.617694000000000,-82.688608000000002,1766,37021002605,22.5000000,34.9000015,51.2000008,59.5000000,67.1999969,77.0000000,83.3000031
37021002606,37021,NC1,002606,19.6641083,175.6654510,50,35.643988000000000,-82.659065999999996,1767,37021002606,22.3999996,34.7999992,51.0999985,59.5000000,67.0999985,76.8000031,83.1999969
37021002607,37021,NC1,002607,16.7960510,173.7914886,79,35.635663999999998,-82.615977000000001,1768,37021002607,22.7000008,35.0999985,51.4000015,59.7999992,67.5000000,76.8000031,83.5000000
37021002701,37021,NC1,002701,16.8390942,202.8629608,87,35.675693000000003,-82.603341000000000,1769,37021002701,22.3999996,34.7999992,51.2000008,59.5000000,67.1999969,76.5999985,83.0999985
37021002702,37021,NC1,002702,16.9337788,240.9867706,147,35.706080000000000,-82.578633999999994,1770,37021002702,22.2999992,34.7000008,51.0999985,59.5000000,67.0999985,76.4000015,83.3000031
37021002703,37021,NC1,002703,86.1005402,410.4293823,168,35.698751000000001,-82.450957000000002,1771,37021002703,23.1000004,35.4000015,51.5999985,60.2000008,68.0000000,76.9000015,83.9000015
37021002803,37021,NC1,002803,30.2107258,280.2691345,116,35.732616000000000,-82.614946000000003,1772,37021002803,21.7999992,34.2999992,50.7999992,59.0999985,66.6999969,76.1999969,83.0999985
37021002804,37021,NC1,002804,53.9415054,370.9423523,157,35.750391000000000,-82.537334999999999,1773,37021002804,22.1000004,34.5000000,50.9000015,59.4000015,67.0000000,76.1999969,83.0999985
37021002900,37021,NC1,002900,153.1909027,434.9075928,155,35.771714000000003,-82.381416000000002,1774,37021002900,22.8999996,35.2000008,51.4000015,59.7999992,67.6999969,77.0000000,83.9000015
37021003001,37021,NC1,003001,71.2210846,388.6054382,191,35.624018000000000,-82.452185999999998,1775,37021003001,23.7999992,36.0000000,52.0999985,60.5000000,68.4000015,77.0999985,84.6999969
37021003002,37021,NC1,003002,49.5185699,315.8044128,186,35.614198999999999,-82.397683000000001,1776,37021003002,24.2000008,36.2999992,52.4000015,60.7000008,68.5999985,77.6999969,84.6999969
37021003102,37021,NC1,003102,72.4587631,326.1436768,288,35.642598000000000,-82.326740000000001,1777,37021003102,24.3999996,36.5000000,52.4000015,60.7000008,68.5000000,78.1999969,85.0999985
37021003103,37021,NC1,003103,19.5282707,139.2757568,126,35.593597000000003,-82.338521000000000,1778,37021003103,24.8999996,36.9000015,52.7000008,61.0000000,68.6999969,78.3000031,84.8000031
37021003104,37021,NC1,003104,56.1177750,223.1624603,213,35.687767000000001,-82.355519999999999,1779,37021003104,23.7999992,36.0000000,52.0999985,60.5000000,68.0999985,78.0000000,84.9000015
37021003201,37021,NC1,003201,10.5171366,82.0001297,50,35.546075000000002,-82.484386999999998,1780,37021003201,24.2999992,36.4000015,52.4000015,60.7999992,68.6999969,77.6999969,84.8000031
37021003202,37021,NC1,003202,41.6843834,247.9744873,84,35.499414000000002,-82.454914000000002,1781,37021003202,24.8999996,36.9000015,52.7999992,61.0999985,69.1999969,78.1999969,85.1999969
37021003203,37021,NC1,003203,29.0560246,236.6758575,106,35.539938999999997,-82.435847999999993,1782,37021003203,24.7000008,36.7999992,52.7000008,61.0000000,68.9000015,78.0000000,85.3000031
37021003204,37021,NC1,003204,86.0308838,489.5867004,200,35.517414000000002,-82.378029999999995,1783,37021003204,25.2999992,37.2999992,53.2000008,61.2999992,69.1999969,78.4000015,85.5000000
37021003205,37021,NC1,003205,103.0625153,367.7056274,135,35.523313000000002,-82.263518000000005,1784,37021003205,25.8999996,37.7999992,53.5000000,61.7000008,69.5999985,79.1999969,86.0999985
37023020100,37023,NC1,020100,120.2453918,375.0536499,113,35.824607000000000,-81.668904999999995,1785,37023020100,26.5000000,38.4000015,54.2000008,62.5999985,70.6999969,80.6999969,86.8000031
37023020201,37023,NC1,020201,415.2402344,905.9451904,360,35.847684999999998,-81.844386000000000,1786,37023020201,25.2000008,37.2999992,53.2999992,61.7999992,69.5999985,79.5999985,86.4000015
37023020202,37023,NC1,020202,41.0896111,193.0245667,83,35.773946000000002,-81.735973000000001,1787,37023020202,26.6000004,38.5000000,54.2000008,62.7000008,70.5000000,80.5999985,87.1999969
37023020301,37023,NC1,020301,51.5168610,294.7037964,189,35.710326000000002,-81.819013999999996,1788,37023020301,26.6000004,38.5000000,54.2999992,62.7000008,70.4000015,80.5000000,87.9000015
37023020302,37023,NC1,020302,75.0465622,406.2003174,150,35.669364000000002,-81.782407000000006,1789,37023020302,27.1000004,38.9000015,54.5999985,63.0999985,70.9000015,80.5999985,88.3000031
37023020500,37023,NC1,020500,5.6349459,82.5004578,82,35.751942000000000,-81.698662999999996,1790,37023020500,27.0000000,38.7999992,54.5000000,63.0000000,70.9000015,81.1999969,87.1999969
37023020600,37023,NC1,020600,10.6636086,124.8961716,125,35.754958999999999,-81.672816999999995,1791,37023020600,27.1000004,38.9000015,54.5999985,63.0999985,71.0000000,81.3000031,87.0000000
37023020801,37023,NC1,020801,30.5177288,206.9669952,194,35.767485000000001,-81.612610000000004,1792,37023020801,27.3999996,39.2000008,54.7000008,63.2999992,71.1999969,81.4000015,87.4000015
37023020802,37023,NC1,020802,14.9636726,146.1194458,103,35.737499999999997,-81.631857999999994,1793,37023020802,27.5000000,39.2999992,54.7999992,63.4000015,71.3000031,81.5999985,87.3000031
37023020900,37023,NC1,020900,34.0559502,283.6869812,380,35.754686000000000,-81.546970999999999,1794,37023020900,27.8999996,39.5999985,55.0000000,63.7999992,71.5000000,81.5999985,87.8000031
37023021000,37023,NC1,021000,41.9697914,273.0310974,201,35.749172000000002,-81.467633000000006,1795,37023021000,28.5000000,40.0999985,55.5000000,64.3000031,71.8000031,82.0000000,88.4000015
37023021100,37023,NC1,021100,29.8956718,238.7631683,248,35.740074000000000,-81.416004000000001,1796,37023021100,28.8999996,40.5000000,55.7999992,64.8000031,72.0999985,82.0999985,88.5999985
37023021201,37023,NC1,021201,74.4058151,368.8254089,193,35.697678000000003,-81.591828000000007,1797,37023021201,28.1000004,39.7999992,55.2000008,63.9000015,71.8000031,81.8000031,88.0999985
37023021202,37023,NC1,021202,49.7032661,283.9154663,125,35.692416000000001,-81.477068000000003,1798,37023021202,28.8999996,40.5000000,55.7999992,64.5999985,72.1999969,82.3000031,88.4000015
37023021203,37023,NC1,021203,97.2380524,397.2176208,96,35.650390999999999,-81.537560999999997,1799,37023021203,28.8999996,40.4000015,55.7000008,64.5000000,72.0999985,82.0999985,88.5999985
37023021301,37023,NC1,021301,41.5976334,246.9695282,101,35.680830999999998,-81.682337000000004,1800,37023021301,27.7000008,39.5000000,55.0000000,63.5000000,71.4000015,81.6999969,87.8000031
37023021302,37023,NC1,021302,180.8255615,429.6567993,155,35.617953999999997,-81.658203999999998,1801,37023021302,28.3999996,40.0999985,55.5000000,64.1999969,71.9000015,82.0999985,88.4000015
37023021400,37023,NC1,021400,19.4290009,167.1228790,202,35.728665999999997,-81.712171999999995,1802,37023021400,27.1000004,38.9000015,54.5999985,63.0999985,71.0000000,81.0999985,87.3000031
37025040701,37025,NC1,040701,3.5346479,40.6975937,92,35.497661999999998,-80.581753000000006,1454,37025040701,36.0999985,47.2000008,61.9000015,70.5000000,78.4000015,88.1999969,95.5000000
37025040900,37025,NC1,040900,3.0528433,43.9979439,65,35.464050999999998,-80.614838000000006,1354,37025040900,36.2000008,47.2999992,62.0000000,70.5000000,78.4000015,88.4000015,94.9000015
37025041100,37025,NC1,041100,10.0168152,96.5353317,109,35.459000000000003,-80.634681999999998,1066,37025041100,36.0999985,47.2000008,61.9000015,70.3000031,78.1999969,88.0000000,94.8000031
37025041200,37025,NC1,041200,52.0117149,297.4250793,189,35.474347000000002,-80.682468999999998,1008,37025041200,35.7000008,46.7999992,61.5000000,70.0999985,78.0000000,87.1999969,94.0999985
37025041701,37025,NC1,041701,73.0175629,335.1718140,141,35.398082000000002,-80.404726999999994,1185,37025041701,38.0999985,49.0999985,63.5999985,72.5000000,80.5000000,91.0999985,98.3000031
37025041901,37025,NC1,041901,4.0431380,84.9689636,102,35.411278000000003,-80.606031999999999,1638,37025041901,36.5999985,47.7000008,62.4000015,71.0000000,78.9000015,88.9000015,95.9000015
37025041902,37025,NC1,041902,2.9108436,52.3115234,122,35.413792999999998,-80.592647999999997,1444,37025041902,36.7000008,47.7999992,62.4000015,71.0999985,79.0000000,89.0000000,95.8000031
37025042000,37025,NC1,042000,16.7828293,138.3429413,129,35.375829000000003,-80.615504000000001,1509,37025042000,36.7999992,47.9000015,62.5999985,71.1999969,79.0999985,88.9000015,95.9000015
37025042300,37025,NC1,042300,5.4755936,80.0027847,95,35.420921999999997,-80.577815999999999,1647,37025042300,36.7999992,47.7999992,62.4000015,71.0999985,79.1999969,89.0999985,96.0999985
37025042402,37025,NC1,042402,5.2841544,93.3529739,73,35.435448000000001,-80.619600000000005,1524,37025042402,36.4000015,47.5000000,62.0999985,70.5999985,78.5000000,88.5999985,95.3000031
37025042503,37025,NC1,042503,5.6323757,68.0225677,39,35.405557000000002,-80.653064000000001,1255,37025042503,36.4000015,47.5000000,62.0999985,70.6999969,78.5000000,88.1999969,95.1999969
37025042504,37025,NC1,042504,6.6397476,50.3742981,6,35.391340999999997,-80.646624000000003,1416,37025042504,36.5000000,47.5999985,62.2999992,70.8000031,78.6999969,88.4000015,95.4000015
37025042602,37025,NC1,042602,13.1992130,96.2562790,83,35.375103000000003,-80.692481999999998,1378,37025042602,36.2999992,47.5000000,62.2000008,70.8000031,78.6999969,88.0000000,94.5999985
37025042603,37025,NC1,042603,22.3244095,176.5768890,167,35.352848000000002,-80.653749000000005,1627,37025042603,36.7000008,47.7999992,62.5000000,71.0999985,79.0999985,88.5999985,95.1999969
37027030100,37027,NC1,030100,8.1690998,134.2312469,137,35.916646999999998,-81.541319999999999,1803,37027030100,26.6000004,38.5000000,54.2000008,62.7999992,70.5999985,80.5999985,87.3000031
37027030200,37027,NC1,030200,45.9557037,306.8078003,160,35.922564000000001,-81.582780999999997,1804,37027030200,26.2999992,38.2000008,54.0000000,62.5999985,70.5000000,80.3000031,86.6999969
37027030300,37027,NC1,030300,23.5056305,199.1042175,155,35.878396000000002,-81.556157999999996,1805,37027030300,26.8999996,38.7000008,54.4000015,63.0000000,70.8000031,80.8000031,87.3000031
37027030400,37027,NC1,030400,12.5617371,147.9448242,133,35.868147000000000,-81.517413000000005,1806,37027030400,27.2000008,39.0000000,54.7000008,63.2999992,71.0999985,80.9000015,87.5999985
37027030500,37027,NC1,030500,19.4504375,205.9402313,124,35.919741999999999,-81.507133999999994,1807,37027030500,26.7999992,38.7000008,54.4000015,63.0000000,70.6999969,80.5000000,86.9000015
37027030600,37027,NC1,030600,15.6386614,181.1835938,99,35.855266999999998,-81.478819999999999,1808,37027030600,27.6000004,39.4000015,54.9000015,63.5000000,71.1999969,80.9000015,87.5000000
37027030700,37027,NC1,030700,25.7786293,234.0935669,232,35.829194999999999,-81.510712999999996,1809,37027030700,27.6000004,39.4000015,54.9000015,63.5999985,71.1999969,81.1999969,87.9000015
37027030800,37027,NC1,030800,50.3468475,280.4818115,103,35.837916999999997,-81.568061000000000,1810,37027030800,27.1000004,38.9000015,54.5000000,63.0000000,70.9000015,81.0000000,87.6999969
37027030900,37027,NC1,030900,251.0969238,698.0977173,236,35.950946000000002,-81.696271999999993,1811,37027030900,25.2999992,37.4000015,53.4000015,61.7999992,69.8000031,79.8000031,86.0999985
37027031000,37027,NC1,031000,320.6371155,702.7569580,251,36.057575999999997,-81.602541000000002,1812,37027031000,24.8999996,37.0000000,53.0999985,61.9000015,69.6999969,79.4000015,85.1999969
37027031100,37027,NC1,031100,138.9962769,458.9860840,169,36.000053999999999,-81.459244999999996,1813,37027031100,26.3999996,38.2999992,54.0999985,62.7000008,70.4000015,80.0999985,86.0000000
37027031201,37027,NC1,031201,150.6933289,485.4811707,172,35.934728999999997,-81.392337999999995,1814,37027031201,27.3999996,39.2000008,54.9000015,63.4000015,71.0000000,80.6999969,86.4000015
37027031202,37027,NC1,031202,53.1311684,316.1788330,118,35.861808000000003,-81.451642000000007,1815,37027031202,27.7000008,39.5000000,55.0000000,63.5999985,71.3000031,81.0000000,87.5000000
37027031300,37027,NC1,031300,67.0558014,387.5586548,198,35.810001999999997,-81.372376000000003,1816,37027031300,28.6000004,40.2999992,55.7000008,64.4000015,72.0000000,81.6999969,88.0999985
37027031401,37027,NC1,031401,20.7669392,129.3226624,118,35.793343000000000,-81.492322000000001,1817,37027031401,28.0000000,39.7000008,55.0999985,63.9000015,71.5000000,81.5000000,88.1999969
37027031402,37027,NC1,031402,16.8831577,129.5977020,161,35.776108999999998,-81.411479000000000,1818,37027031402,28.7000008,40.2999992,55.7000008,64.4000015,71.8000031,81.8000031,88.1999969
37027031403,37027,NC1,031403,7.7980628,96.8972931,81,35.817566999999997,-81.450885000000000,1819,37027031403,28.1000004,39.7999992,55.2000008,63.9000015,71.5000000,81.5000000,87.6999969
37029950101,37029,NC1,950101,391.8617859,736.0652466,184,36.461243000000003,-76.312285000000003,1345,37029950101,56.5000000,68.0000000,83.1999969,91.1999969,98.0999985,105.8000031,112.0999985
37029950102,37029,NC1,950102,233.4354095,489.1734924,95,36.243022000000003,-75.989504999999994,1120,37029950102,62.2000008,74.0999985,89.8000031,98.3000031,105.1999969,113.9000015,119.6999969
37031970102,37031,NC1,970102,542.7639771,751.0557861,376,34.934272999999997,-76.474080999999998,1519,37031970102,72.0999985,85.3000031,102.8000031,111.9000015,119.0000000,127.8000031,134.0000000
37031970103,37031,NC1,970103,36.9613037,199.2904358,159,34.751055000000001,-76.542376000000004,1367,37031970103,73.1999969,86.3000031,103.6999969,112.9000015,120.1999969,129.1999969,134.8000031
37031970200,37031,NC1,970200,8.2253532,71.6769943,65,34.699522000000002,-76.543747999999994,1596,37031970200,75.1999969,88.4000015,105.9000015,115.1999969,122.6999969,132.1000061,137.6000061
37031970302,37031,NC1,970302,4.8112745,32.7187233,40,34.732824999999998,-76.661096999999998,1289,37031970302,73.0000000,86.4000015,104.0000000,113.0999985,120.6999969,129.5000000,135.1999969
37031970501,37031,NC1,970501,17.6937294,91.3142395,203,34.748823000000002,-76.806405999999996,1088,37031970501,70.8000031,84.8000031,103.1999969,112.5999985,119.9000015,128.5000000,135.0000000
37031970502,37031,NC1,970502,6.1113248,52.7380142,41,34.753346000000001,-76.737589999999997,1299,37031970502,72.8000031,86.5000000,104.5000000,113.4000015,121.1999969,130.1000061,135.6999969
37031970602,37031,NC1,970602,3.1442859,36.9381104,26,34.730404000000000,-76.873752999999994,1157,37031970602,71.0999985,85.1999969,103.9000015,114.0000000,121.3000031,129.3999939,135.6999969
37031970604,37031,NC1,970604,5.6069360,52.3293343,56,34.734309000000003,-76.822650999999993,1616,37031970604,71.0999985,85.0999985,103.5999985,113.3000031,120.5000000,129.3999939,135.3999939
37031970803,37031,NC1,970803,6.4997845,52.4781075,91,34.687403000000003,-77.058126000000001,1213,37031970803,71.1999969,85.8000031,105.0000000,116.0000000,123.6999969,133.0000000,139.6999969
37031970804,37031,NC1,970804,36.2375565,144.0325775,120,34.728622999999999,-77.006176999999994,1396,37031970804,69.3000031,83.3000031,101.9000015,111.8000031,119.0000000,127.9000015,134.1000061
37031970805,37031,NC1,970805,135.5264587,216.0295105,88,34.781056999999997,-77.016716000000002,1651,37031970805,68.5000000,82.5000000,101.0000000,110.5000000,117.9000015,126.9000015,132.3000031
37031970901,37031,NC1,970901,4.6244240,44.5742264,44,34.666291000000001,-77.089635999999999,1027,37031970901,73.1999969,87.6999969,106.9000015,117.3000031,125.0999985,134.3999939,140.6999969
37031971002,37031,NC1,971002,5.9391389,55.8995514,51,34.697308000000000,-76.831485999999998,1497,37031971002,72.8000031,86.8000031,105.1999969,114.6999969,121.9000015,131.1000061,137.6000061
37031971101,37031,NC1,971101,4.2402143,49.1540565,85,34.710251000000000,-76.760283000000001,1081,37031971101,74.1999969,88.4000015,107.1999969,116.5000000,124.5000000,133.5000000,139.3000031
37031980100,37031,NC1,980100,57.1261444,,95,34.800753000000000,-76.375176999999994,1391,37031980100,76.0999985,89.3000031,106.6999969,115.9000015,123.0999985,132.8999939,137.8999939
37033930200,37033,NC1,930200,238.4434509,672.9613037,204,36.427084000000001,-79.316339999999997,1481,37033930200,36.2999992,47.2999992,61.9000015,70.3000031,77.8000031,86.5000000,92.4000015
37033930300,37033,NC1,930300,117.0240021,381.9051514,114,36.502571000000003,-79.443505999999999,1664,37033930300,34.7999992,45.9000015,60.5999985,69.0000000,76.5000000,85.5000000,91.1999969
37033930500,37033,NC1,930500,158.4896698,429.6483765,118,36.299193000000002,-79.457818000000003,1122,37033930500,36.7000008,47.7000008,62.2000008,70.6999969,78.1999969,87.4000015,94.0999985
37035010101,37035,NC1,010101,73.3169708,338.9261780,220,35.767964999999997,-81.135206999999994,1820,37035010101,30.5000000,42.0000000,57.2999992,66.0000000,73.4000015,82.5000000,88.4000015
37035010102,37035,NC1,010102,23.9356155,194.5733337,238,35.717264000000000,-81.172002000000006,1821,37035010102,30.7000008,42.2000008,57.4000015,66.0000000,73.5999985,82.5999985,88.9000015
37035010201,37035,NC1,010201,29.5391922,181.7817688,74,35.789017999999999,-81.206250999999995,1822,37035010201,29.8999996,41.4000015,56.5999985,65.3000031,72.9000015,82.0000000,88.0999985
37035010202,37035,NC1,010202,38.9010239,318.3640137,312,35.736348999999997,-81.230868000000001,1823,37035010202,30.1000004,41.5999985,56.7999992,65.5000000,73.0999985,82.1999969,88.5999985
37035010301,37035,NC1,010301,18.1146412,156.1887665,149,35.788336999999999,-81.258189000000002,1824,37035010301,29.5000000,41.0000000,56.2999992,65.0000000,72.5000000,81.8000031,87.9000015
37035010302,37035,NC1,010302,12.5932369,135.6325989,101,35.781385000000000,-81.298749000000001,1825,37035010302,29.2999992,40.7999992,56.0999985,65.0000000,72.4000015,81.8000031,88.3000031
37035010303,37035,NC1,010303,8.7931194,128.2776794,105,35.751448000000003,-81.266698000000005,1826,37035010303,29.7000008,41.2000008,56.4000015,65.1999969,72.8000031,81.9000015,88.5000000
37035010304,37035,NC1,010304,9.1584778,113.3325653,107,35.738697000000002,-81.276664999999994,1827,37035010304,29.7999992,41.2999992,56.5000000,65.3000031,72.8000031,82.0000000,88.6999969
37035010401,37035,NC1,010401,8.2521868,136.2084503,108,35.758195000000001,-81.309544000000002,1828,37035010401,29.3999996,40.9000015,56.2000008,65.0999985,72.5999985,82.0000000,88.6999969
37035010402,37035,NC1,010402,4.4364481,85.7578964,102,35.746004999999997,-81.323724999999996,1829,37035010402,29.5000000,41.0000000,56.2000008,65.1999969,72.6999969,82.0000000,88.8000031
37035010501,37035,NC1,010501,6.6861563,107.4440231,163,35.750487000000000,-81.345939999999999,1830,37035010501,29.2999992,40.7999992,56.0000000,64.9000015,72.5000000,81.9000015,88.8000031
37035010502,37035,NC1,010502,8.7981272,96.8172226,94,35.784692000000000,-81.335172999999998,1831,37035010502,29.0000000,40.5999985,55.9000015,64.8000031,72.4000015,81.9000015,88.1999969
37035010600,37035,NC1,010600,10.1593151,121.5558243,238,35.744289999999999,-81.365550999999996,1832,37035010600,29.2000008,40.7000008,56.0000000,64.9000015,72.4000015,82.0000000,88.5000000
